key_1,AC No,PS No,Point,Longitude,Latitide,key
40_4 ,40,4,4 - Rajnagar Senior Basic School,91.55492555,23.03307535,40_4 
40_40 ,40,40,40 - 39 No Jalefa Senior Basic School,91.69562102,23.03204959,40_40 
40_41 ,40,41,41 - Jalefa Shankar Ashram Tila Senior Basic School(Purbangsha),91.7277684,23.00561255,40_41 
40_42 ,40,42,42 - Jalefa Shankar Ashram Tila Senior Basic School(Pashchimangsha),91.7243333,23.00578298,40_42 
40_43 ,40,43,43 - Sabroom Ucchatara Madhyamik Vidyalaya,91.7277664,23.00561005,40_43 
40_44 ,40,44,44 - Bimal Sinha Smriti Bidyamandir,91.72776635,23.00561001,40_44 
40_45 ,40,45,45 - Sabroom Junior Basic School(Purbangsha),91.74285542,23.01787509,40_45 
40_46 ,40,46,46 - Sabroom Junior Basic School(Pashchimangsha),91.70960731,23.06975246,40_46 
40_47 ,40,47,47 - East Kathalchari S.B. School,91.69807808,23.06387771,40_47 
40_48 ,40,48,48 - Charandas Para S.B. School,91.73536931,23.044918,40_48 
40_49 ,40,49,49 - Sonaichari Senior Basic School,91.73527539,23.04486235,40_49 
40_5 ,40,5,5 - East Krishnanagar S.B. School(E/W),91.54878149,23.00863106,40_5 
40_50 ,40,50,50 - Ludhuya High School(Purbangsha),91.76970813,23.04392293,40_50 
40_51 ,40,51,51 - Ludhuya High School(Pashchimangsha),91.76970733,23.04392213,40_51 
40_52 ,40,52,52 - Baishnabpur H.S. School,91.70960731,23.06287771,40_52 
40_53 ,40,53,53 - Khirode Royaja Para S.B. School,91.72776635,23.04586235,40_53 
40_6 ,40,6,6 - East Krishnanagar S.B. School(W/W),91.54868268,23.008681,40_6 
40_7 ,40,7,7 - Krishnanagar S.B. School,91.55247283,23.0165303,40_7 
40_8 ,40,8,8 - Poangbari High School,91.57067949,23.02880756,40_8 
40_9 ,40,9,9 - Srinagar H.S. School (E/W),91.55683613,23.00373505,40_9 
41_1 ,41,1,1 - Palku Bari High School,91.61178333,23.7298666,41_1 
41_11 ,41,11,11 - Jambuk Bari High School(Purbangsha),91.66388333,23.73281667,41_11 
41_12 ,41,12,12 - Jambuk Bari High School(Pashchimangsha),91.66375,23.73281667,41_12 
41_13 ,41,13,13 - Taidubari Dwadash Shreni Vidyalaya,91.6484,23.72121667,41_13 
41_14 ,41,14,14 - Taichakama Junior Basic School,91.63575,23.70495,41_14 
41_15 ,41,15,15 - Office of the B.D.O; Ampinagar R.D. Block,91.63615,23.68105,41_15 
41_16 ,41,16,16 - Denachori Senior Basic School,91.61868333,23.70418333,41_16 
41_17 ,41,17,17 - Duwari Kanai Para Junior Basic School,91.62605,23.72351667,41_17 
41_18 ,41,18,18 - Gamaku Bari High School,91.66536667,23.67406667,41_18 
41_19 ,41,19,19 - Doctor Singh Para S.B. School,91.7013,23.65641667,41_19 
41_20 ,41,20,20 - Lataham Para S.B. School,91.68213333,23.68238333,41_20 
41_21 ,41,21,21 - Krishnachandra Para High School,91.6338,23.68686667,41_21 
41_22 ,41,22,22 - Kusumchandra Para Junior Basic School,91.68213333,23.68706667,41_22 
41_23 ,41,23,23 - Office of the S.D.O (P.W.D); Ampinagar,91.63665,23.67396667,41_23 
41_24 ,41,24,24 - Ampinagar Dwadash Shreni Vidyalaya,91.63168333,23.6742,41_24 
41_25 ,41,25,25 - Ampinagar Dwadash Shreni Vidyalaya(B.R.C. Hall),91.63198333,23.67468233,41_25 
41_26 ,41,26,26 - Kamalasundari Smriti S.B. School,91.62306667,23.68453333,41_26 
41_27 ,41,27,27 - Baishyamani Para High School,91.62115,23.66793333,41_27 
41_28 ,41,28,28 - Tetuibari High School,91.6376,23.63833333,41_28 
41_29 ,41,29,29 - Septembari S.B. School,91.3724,23.38497,41_29 
41_3 ,41,3,3 - Noitanlal Para  J.B. School,91.60995,23.7471,41_3 
41_30 ,41,30,30 - Sonachara S.B. School,91.6402,23.6225,41_30 
41_32 ,41,32,32 - Asha Chandra Para Junior Basic School,91.64296667,23.61606667,41_32 
41_33 ,41,33,33 - Chenchua Bari S.B School,91.63926667,23.62118333,41_33 
41_34 ,41,34,34 - Garjan Khala S.B. School,91.63943333,23.65451667,41_34 
41_35 ,41,35,35 - Nagrai Bari High School,91.62456667,23.60238333,41_35 
41_36 ,41,36,36 - Tinghariya High School,91.38034,23.35263,41_36 
41_37 ,41,37,37 - Mandaibari S.B. School,91.6327,23.60558333,41_37 
41_38 ,41,38,38 - Kamlai bari S.B School,91.37357,23.34414,41_38 
41_39 ,41,39,39 - Purbadhan Bari Senior Basic  School,91.40516,23.34147,41_39 
41_4 ,41,4,4 - Tadubari S.B. School,91.64891667,23.73156667,41_4 
41_40 ,41,40,40 - Techarangchak T.M.C.High School,91.4018,23.35424,41_40 
41_42 ,41,42,42 - Sarbang Bari High School,91.40281,23.33005,41_42 
41_43 ,41,43,43 - Birmani Para S.B. School,91.41475,23.32961,41_43 
41_44 ,41,44,44 - Hatiray Para High School(Purbangsha),91.41948,23.31934,41_44 
41_45 ,41,45,45 - Hatiray Para HIgh  School(Pashchimangsha),91.4193,23.31929,41_45 
41_46 ,41,46,46 - Gatiram Bari S.B. School,91.43225,23.32096,41_46 
41_47 ,41,47,47 - Pashchima Malabasa Senior Basic School,91.40487,23.30784,41_47 
41_48 ,41,48,48 - Malbasa High School,91.41159,23.30519,41_48 
41_49 ,41,49,49 - Dalakbari Senior Basic School,91.41103,23.29471,41_49 
41_5 ,41,5,5 - Uttar Taidugao Panchayet Office,91.64825,23.73105,41_5 
41_50 ,41,50,50 - Karuimura Bari Junior Basic School,91.417,23.30814,41_50 
41_51 ,41,51,51 - Dulumabari S.B. School(Dakshinangsha),91.64125581,23.71431561,41_51 
41_52 ,41,52,52 - Dulumabari S.B. School(Uttarangsha),91.41963,23.29501,41_52 
41_53 ,41,53,53 - Nabinroy Bari High School,91.42701,23.2886,41_53 
41_54 ,41,54,54 - Kunjaram Para J.B. School,91.42998,23.2933,41_54 
41_6 ,41,6,6 - Nopangrowa Junior Basic School,91.63158333,23.73411667,41_6 
41_7 ,41,7,7 - Dhalachara S.B. School,91.65635,23.74308333,41_7 
41_8 ,41,8,8 - Darshan Reang Para Senior Basic School,91.67983333,23.74475,41_8 
41_9 ,41,9,9 - Pilanjoypara Molsom S.B. School,91.67495,23.72173333,41_9 
42_1 ,42,1,1 - Lalgiri Senior Basic School,91.64883333,23.55491667,42_1 
42_10 ,42,10,10 - Debbari Senior Basic School,91.63603333,23.5326,42_10 
42_11 ,42,11,11 - Radhikacharan Community Hall,91.65635,23.52703333,42_11 
42_12 ,42,12,12 - Amarpur Dwadash Shreni Balika Vidyalaya(Purbangsha),91.65635,23.52703333,42_12 
42_13 ,42,13,13 - Amarpur Dwadash Shreni Balika Vidyalaya(Dakshinangsha),91.39474,23.31207,42_13 
42_14 ,42,14,14 - Amarpur Junior Basic School,91.39514,23.31279,42_14 
42_15 ,42,15,15 - Dakshina Amarpur Town Ucchatara Madhyamik Vidyalaya(Pashchimangsha),91.39449,23.31196,42_15 
42_16 ,42,16,16 - Dakshina Amarapur Town Ucchatara Madhyamik Vidyalaya(N/w),91.39432,23.31173,42_16 
42_17 ,42,17,17 - Office of the Senior Manager(T.S.E.C.L) Amarpur,91.39254,23.30966,42_17 
42_18 ,42,18,18 - Amarpur English Medium H.S. School,91.39308,23.30772,42_18 
42_19 ,42,19,19 - Shankar Palli Senior Basic School,91.39253,23.30482,42_19 
42_2 ,42,2,2 - Bampur High School,91.63791667,23.55156667,42_2 
42_20 ,42,20,20 - Amarpur Dwadash Shreni Vidyalaya,91.39531,23.31407,42_20 
42_21 ,42,21,21 - Kulabag Senior Basic School,91.39839,23.30722,42_21 
42_22 ,42,22,22 - Kumaray Bari S.B. School,91.38566,23.29409,42_22 
42_23 ,42,23,23 - Thakchurai S.B. School,91.38895,23.30866,42_23 
42_24 ,42,24,24 - Gobindatila Senior Basic School,91.38973,23.2855,42_24 
42_25 ,42,25,25 - Rangkang Serikalachar Farm,91.39835,23.29606,42_25 
42_26 ,42,26,26 - Kauwamara Ghat High School(Purbangsha),91.40465,23.29934,42_26 
42_27 ,42,27,27 - Kauwamara Ghat High School(Pashchimangsha),91.40441,23.29912,42_27 
42_28 ,42,28,28 - Burithaibari High School,91.39096,23.27883,42_28 
42_3 ,42,3,3 - Bampur Gaon Panchayet Office,91.63513333,23.55983333,42_3 
42_30 ,42,30,30 - Bangkarai Para Senior Basic School(Pashchimangsha),91.66616667,23.53005,42_30 
42_31 ,42,31,31 - Bangkarai Para Senior Basic School(Uttar Purbangsha),91.66628333,23.53013333,42_31 
42_32 ,42,32,32 - Mailak High School,91.39994,23.31095,42_32 
42_33 ,42,33,33 - Burburiya Senior Basic School,91.68426667,23.52266667,42_33 
42_34 ,42,34,34 - Purba para J.B. School,91.40272,23.31379,42_34 
42_35 ,42,35,35 - Duluma Kaberay Para Junior Basic School,91.7064,23.46418333,42_35 
42_36 ,42,36,36 - Rangachara J.B.School,91.71993333,23.47738333,42_36 
42_37 ,42,37,37 - Gatia Chowdhury Para S.B. School,91.71993333,23.47728333,42_37 
42_38 ,42,38,38 - Chelagang Mukh Colony Model High School,91.43257,23.26982,42_38 
42_39 ,42,39,39 - Uttar Ekchari Gram Panchayet Office,91.44904949,23.26477358,42_39 
42_4 ,42,4,4 - Hak-wchak S.B School,91.6547,23.53446667,42_4 
42_40 ,42,40,40 - Bhanukarbari Para Senior Basic School,91.45904949,23.27477358,42_40 
42_41 ,42,41,41 - Nijchandra Karabari Para  S.B. School,91.4590495,23.27477358,42_41 
42_42 ,42,42,42 - Gangaroybari Junior Basic School,91.4590496,23.27477358,42_42 
42_43 ,42,43,43 - Nutan Bazar Girls H.S. School (Purbangsha),91.4590497,23.27477358,42_43 
42_44 ,42,44,44 - Nutan Bazar Girls H.S. School(Pashchimangsha),91.65635,23.52703333,42_44 
42_45 ,42,45,45 - Lebachara Senior Basic School,91.46236,23.2764,42_45 
42_46 ,42,46,46 - Kartik Para S.B. School,91.458,23.26085,42_46 
42_47 ,42,47,47 - Khedernal S.B. School,91.44669,23.26483,42_47 
42_48 ,42,48,48 - Nutanbazar Dwadash Shreni Vidyalaya,91.45124,23.25954,42_48 
42_49 ,42,49,49 - Gomuti Recreation  Club (Purbangsha),91.45534,23.25095,42_49 
42_5 ,42,5,5 - Shastriroy Para S.B. School,91.66208333,23.54541667,42_5 
42_50 ,42,50,50 - Jatan Bari Community Hall,91.45521,23.25079,42_50 
42_51 ,42,51,51 - One Jatan Kumar H.S. School (Purbangsha),91.45374,23.25124,42_51 
42_52 ,42,52,52 - One Jatan Kumar H.S. School (Pashchimangsha),91.63603334,23.53260005,42_52 
42_6 ,42,6,6 - Rangamati Dwadash Shreni Vidyalaya(Pashchimangsha),91.6483,23.53561667,42_6 
42_7 ,42,7,7 - Rangamati Dwadash Shreni Vidyalaya(Dakshinangsha),91.64838333,23.53566667,42_7 
42_8 ,42,8,8 - Rangamati  Gaon Panchayet Office,91.65178333,23.52893333,42_8 
42_9 ,42,9,9 - Debbari Gram Panchayet Office,91.63816667,23.54371667,42_9 
43_1 ,43,1,1 - Bamoni Chaudhuri Para Model Colony Senior Basic School,91.666797,23.401779,43_1 
43_10 ,43,10,10 - Pashchima Karbook Panchayet Office,91.73393333,23.33773333,43_10 
43_11 ,43,11,11 - Purbahama Para S.B. School,91.736405,23.36642,43_11 
43_12 ,43,12,12 - Narayan Sardar Para S.B. School,91.8376,23.41878333,43_12 
43_13 ,43,13,13 - Mukhchari Village Committe Office,91.824119,23.424841,43_13 
43_14 ,43,14,14 - Ramananda Das Baishnab Para High School,91.79935,23.419052,43_14 
43_15 ,43,15,15 - Sindujoy Para High School,91.780741,23.417741,43_15 
43_16 ,43,16,16 - Prahlad Sardar Para High School,91.75731667,23.37116667,43_16 
43_17 ,43,17,17 - Krishnakanta Para S.B.; School,91.773643,23.376841,43_17 
43_18 ,43,18,18 - Keui Uchai Para S.B. School,91.70995,23.40061667,43_18 
43_19 ,43,19,19 - Dhanchandra Uchai Para J.B. School,91.7535,23.38455,43_19 
43_20 ,43,20,20 - Matarai Para S.B.School,91.75655,23.35085,43_20 
43_21 ,43,21,21 - Ek-Dilu Kumar S.B. School,91.77238333,23.33621667,43_21 
43_22 ,43,22,22 - Bhagaban Tilla Kalirai Para J.B. School,91.783197,23.339662,43_22 
43_23 ,43,23,23 - Karbook Multipurpose Hall,91.75026667,23.34046667,43_23 
43_24 ,43,24,24 - Kunjari Mog Para Junior Basic School,91.77916667,23.22456667,43_24 
43_25 ,43,25,25 - Karbook Village Committee Office,91.75026667,23.34046667,43_25 
43_26 ,43,26,26 - Bashi Chandra Para High School,91.7252,23.38496667,43_26 
43_27 ,43,27,27 - Jeevan Sardar Para S.B. School,91.75128333,23.29323333,43_27 
43_28 ,43,28,28 - Sadhu Krishna Para Junior Basic School,91.75226667,23.31855,43_28 
43_29 ,43,29,29 - Chandiram Para Junior Basic School,91.75245,23.29001667,43_29 
43_3 ,43,3,3 - Chalakaham H.S. School,91.6744,23.42125,43_3 
43_30 ,43,30,30 - Alutola S.B. School,91.75296667,23.26731667,43_30 
43_31 ,43,31,31 - Patichari High School,91.75143333,23.27368333,43_31 
43_32 ,43,32,32 - Bagachatal J.B. School,91.76991667,23.15286667,43_32 
43_33 ,43,33,33 - Aailmara High School(Purbangsh),91.75381667,23.25433333,43_33 
43_34 ,43,34,34 - Aailmara High School(Pashchimangsh),91.75381667,23.25163333,43_34 
43_35 ,43,35,35 - Kajsi Mog Para S.B. School,91.75795,23.24021667,43_35 
43_36 ,43,36,36 - Gunamoni Para Junior Basic School,91.77301667,23.2357,43_36 
43_37 ,43,37,37 - Silachari Higher Secondary School,91.7252,23.38496667,43_37 
43_38 ,43,38,38 - Ananda Bondhu Para J.B.School,91.77616667,23.20823333,43_38 
43_39 ,43,39,39 - Khanjari Mog Para S.B. School,91.77616667,23.22456667,43_39 
43_4 ,43,4,4 - Ek Nutan Bazar High. School,91.67591667,23.42223333,43_4 
43_40 ,43,40,40 - Hajachari High School,91.77533333,23.20375,43_40 
43_41 ,43,41,41 - Bimala Kanta Para Junior Basic School,91.78383333,23.20035,43_41 
43_42 ,43,42,42 - Akyamag Para High School,91.78613333,23.18808333,43_42 
43_43 ,43,43,43 - Sukna Chari High School,91.78493333,23.17423333,43_43 
43_44 ,43,44,44 - Ghorapappa High School,91.75155,23.1574,43_44 
43_45 ,43,45,45 - Borna Roy Para Je.B School,91.7884,23.09155,43_45 
43_46 ,43,46,46 - Amtali S.B. School,91.80731667,23.10015,43_46 
43_5 ,43,5,5 - Dhan Sardar Para S.B. School,91.680111,23.404636,43_5 
43_6 ,43,6,6 - Uttar Chelagang S.B. School,91.6855,23.42443333,43_6 
43_7 ,43,7,7 - Zharzhariya High School,91.72525,23.42528333,43_7 
43_8 ,43,8,8 - Tirtha Ram Para S.B School,91.72433333,23.3677,43_8 
43_9 ,43,9,9 - Chailamog Para S.B. School,91.7252,23.38496667,43_9 
44_1 ,44,1,1 - Kala (Thailik) Bari J.B.School,91.80868611,23.78251389,44_1 
44_10 ,44,10,10 - Dangama Bari S.B. Vidyalaya,91.83565,23.69916944,44_10 
44_11 ,44,11,11 - Durbajoy Chowdhury Para High School,91.81193333,23.67000556,44_11 
44_12 ,44,12,12 - Kupchara Para S.B. School(New Building),91.80216111,23.65310833,44_12 
44_13 ,44,13,13 - Chitrajhari Colony J.B. School,91.80138889,23.64929444,44_13 
44_15 ,44,15,15 - Billaram Para J.B School,91.81193333,23.67000556,44_15 
44_16 ,44,16,16 - Briguram Chaudhuri S.B. School,91.80649722,23.65043333,44_16 
44_17 ,44,17,17 - Ultachara Coloney S.B. School,91.882475,23.62349444,44_17 
44_18 ,44,18,18 - Bhagirath Para S.B. School(Old),91.91108056,23.671375,44_18 
44_2 ,44,2,2 - Dhanasai Para J.B. School,91.88688333,23.81683333,44_2 
44_20 ,44,20,20 - Natun Dalapati Para S.B. School,91.882475,23.62624167,44_20 
44_21 ,44,21,21 - Krishnachandra Para High School,91.89465278,23.59176667,44_21 
44_22 ,44,22,22 - Bhagirat Para S.B. School(New),91.81483889,23.62356111,44_22 
44_23 ,44,23,23 - Natun Bhagirath Para Gram Panchyet Office,91.882475,23.64959443,44_23 
44_24 ,44,24,24 - Purba Haripur S.B. School,91.82285,23.61349444,44_24 
44_25 ,44,25,25 - Gandachara Anganwadi Centre,91.81686111,23.605875,44_25 
44_26 ,44,26,26 - Bhaigunfa Para S.B. School,91.83098611,23.61199722,44_26 
44_27 ,44,27,27 - Durgapur I.C.D.S Center,91.82400556,23.60841667,44_27 
44_28 ,44,28,28 - Gandachara Dwadash Shreni Vidyalaya (Uttarangsha),91.81337778,23.60841944,44_28 
44_29 ,44,29,29 - 60-Card I.C.D.S Center,91.81686116,23.66000557,44_29 
44_3 ,44,3,3 - Purnajoy Para S.B. School,91.88688333,23.81683333,44_3 
44_30 ,44,30,30 - Gandacharra Class XII School(S/W),91.81337778,23.60841944,44_30 
44_31 ,44,31,31 - Lakshipur Laipad Para S.B.School,91.80999167,23.61020556,44_31 
44_32 ,44,32,32 - Krishnapur I.C.D.S Centre,91.82886118,23.64000552,44_32 
44_33 ,44,33,33 - Biswaram Chowdhury Para S.B. School,91.783333,23.576111,44_33 
44_34 ,44,34,34 - Joychandra Para J.B.School,91.80989444,23.59268333,44_34 
44_35 ,44,35,35 - Mashkumbir mohanta Reang Para High School,91.82337778,23.63199744,44_35 
44_36 ,44,36,36 - Kabiguru Rabindra Nath Smriti Vidhya Bhaban H.S School (N/W),91.82198056,23.59443611,44_36 
44_37 ,44,37,37 - Chowkidar Para S.B School,91.81886119,23.58611102,44_37 
44_38 ,44,38,38 - Kabiguru Rabindra Nath Smrity Vidhya Bhaban H.S School (S/W),91.82198056,23.59443611,44_38 
44_39 ,44,39,39 - Sarma Gao Panchayet Office,91.82449444,23.59333056,44_39 
44_4 ,44,4,4 - Brikshada Chaudhuri Para J.B. School,91.86604167,23.798925,44_4 
44_40 ,44,40,40 - Kachuchari Mog Para S.B. School,91.82886118,23.59443634,44_40 
44_41 ,44,41,41 - Dhalazari S.B. School,91.80760556,23.58145833,44_41 
44_42 ,44,42,42 - Ramnagar Bazar High School(N/W),91.80538333,23.56866111,44_42 
44_43 ,44,43,43 - Jiba Karta Para J.B. School,91.82337778,23.55771111,44_43 
44_44 ,44,44,44 - Biswakarma Para S.B. School,91.84906944,23.576725,44_44 
44_45 ,44,45,45 - Indrajoy(Brishaketu) Para J.B. School,91.81886119,23.61611103,44_45 
44_46 ,44,46,46 - Jagabandhu Chitrabari S.B.School,91.82198056,23.614525,44_46 
44_47 ,44,47,47 - Ramnagar Bazar High School(W/W),91.80386667,23.56805833,44_47 
44_48 ,44,48,48 - Girish Chandra Karabari Para  H.S.School,91.766667,23.626111,44_48 
44_49 ,44,49,49 - Kalabijoy Para J.B. School,91.88468889,23.53829444,44_49 
44_5 ,44,5,5 - Sadai Mohan Para J. B School,91.95816389,23.73644167,44_5 
44_50 ,44,50,50 - Kamalashram S.B. School,91.87364167,23.51016944,44_50 
44_51 ,44,51,51 - Pancharatan(Model) S.B. School,91.84906944,23.55771111,44_51 
44_52 ,44,52,52 - Jamatia Para S.B. School,91.82863889,23.57629167,44_52 
44_53 ,44,53,53 - Purba Bulongbasa High School,91.87906965,23.614525,44_53 
44_54 ,44,54,54 - Tuichakama Colony S.B.School,91.875975,23.54470278,44_54 
44_55 ,44,55,55 - Gadia Para I.C.D.S. Centre,91.86683611,23.546725,44_55 
44_56 ,44,56,56 - Ratan Mani Para  High School,91.92536944,23.55016944,44_56 
44_57 ,44,57,57 - Wanasa Para S.B. School,91.92511944,23.62185278,44_57 
44_58 ,44,58,58 - Debicharan S.B. School,91.90033333,23.584525,44_58 
44_59 ,44,59,59 - Pushpadhan Para J.B. School,91.91736667,23.49151389,44_59 
44_6 ,44,6,6 - Danti Para J.B. School,91.84506667,23.76845278,44_6 
44_60 ,44,60,60 - Hara Chadra Para J.B. School,91.91436944,23.57454505,44_60 
44_61 ,44,61,61 - Mandanjoy Kami  S.B. School,91.92266944,23.47593056,44_61 
44_62 ,44,62,62 - Purba Raima S.B.School,91.9103,23.46119167,44_62 
44_63 ,44,63,63 - Noyaram Para S.B. School,91.91683611,23.58454505,44_63 
44_64 ,44,64,64 - Mannya Kumar Para S.B.School (Purbangsha),91.91296111,23.6188,44_64 
44_65 ,44,65,65 - Mannya Kumar Para S.B.School (Pashchimangsha),91.91296111,23.6188,44_65 
44_66 ,44,66,66 - Purba Potachara Gram Panchayet Office,91.9003336,23.61185278,44_66 
44_67 ,44,67,67 - Joy Kumar Para I.C.D.S Centre,91.91619444,23.45249722,44_67 
44_68 ,44,68,68 - Charanda Roaja Para S.B. School,91.894425,23.45103889,44_68 
44_69 ,44,69,69 - 8 No. Dyke High School,91.91033367,23.55185278,44_69 
44_7 ,44,7,7 - Ganganagar Panchayet Office,91.84428333,23.77683333,44_7 
44_8 ,44,8,8 - Krishnajay Reang Chaudhuri Para; J.B.School,91.83871667,23.74144444,44_8 
44_9 ,44,9,9 - Briksharam Para Anganwadi Center (Katanjoypara),91.84383889,23.74224778,44_9 
45_1 ,45,1,1 - Baligao Uccha Vidyalaya(N/W),91.7656,24.219,45_1 
45_10 ,45,10,10 - Kamalpur Anganwadi Kendra,91.8041,24.1167,45_10 
45_11 ,45,11,11 - Kamalpur Madrasa Dwadash Shreni Vidyalaya,91.8041,24.1167,45_11 
45_12 ,45,12,12 - Krishnachandra Dwadash Shreni Balika Vidyalaya(Pashchimangsha),91.8041,24.1167,45_12 
45_13 ,45,13,13 - Krishnachandra Dwadash Shreni Balika Vidyalaya(Dakshinangsha),91.8041,24.1167,45_13 
45_14 ,45,14,14 - Fulchari Uccha Vidyalaya (Purbangsha),91.8041,24.1167,45_14 
45_15 ,45,15,15 - Fulachari High School (W/W),91.8041,24.1167,45_15 
45_17 ,45,17,17 - Noagao High School (Uttarangsha),91.8156,24.1932,45_17 
45_18 ,45,18,18 - Noagao High School(Dakshinangsha),91.8156,24.1932,45_18 
45_19 ,45,19,19 - Puratan Bilaschara Uccha Buniyadi Vidyalaya,91.7915,24.1965,45_19 
45_2 ,45,2,2 - Bilasachara S.B. School,91.8073,24.207,45_2 
45_20 ,45,20,20 - Nabakrishna Chaudhuri Para S.B. School,91.7818,24.1829,45_20 
45_21 ,45,21,21 - Ramadurlabhapur T.E. S.B. School(Uttarangsha),91.8069,24.1833,45_21 
45_22 ,45,22,22 - Ramadurlabhapur T.E. S.B. School(Dakshinangsha),91.8069,24.1833,45_22 
45_23 ,45,23,23 - Harerkhola Anganwadi  Kendra,91.8041,24.1167,45_23 
45_24 ,45,24,24 - Harerkhola Panchayet Office,91.8041,24.1167,45_24 
45_25 ,45,25,25 - Harerkhola Uccha Vidyalaya(E/W),91.8041,24.1167,45_25 
45_27 ,45,27,27 - Kalachari Dwadash Shreni Vidyalaya(Purbangsha),91.8041,24.1167,45_27 
45_28 ,45,28,28 - Kalacharii Dwadash Shreni Vidyalaya(Pashchimangsha),91.8041,24.1167,45_28 
45_29 ,45,29,29 - Kalachari 3 No Uccha Buniyadi Vidyalaya,91.8041,24.1167,45_29 
45_3 ,45,3,3 - Baligao Uccha Vidyalaya,91.8187,24.2041,45_3 
45_30 ,45,30,30 - Nazrul  Para Anganwadi Centre,91.8041,24.1167,45_30 
45_31 ,45,31,31 - Kalachari 2 No Uccha Buniyadi Vidyalaya,91.8025,24.1519,45_31 
45_32 ,45,32,32 - Madhu Kanda Para S.B.School,91.7824,24.1597,45_32 
45_33 ,45,33,33 - Lambuchara Uccha Vidyalaya,91.795,24.1488,45_33 
45_34 ,45,34,34 - Pashupati Shishoo Niketan Anganwadi Kendra,91.7899,24.1456,45_34 
45_35 ,45,35,35 - Tirubamchara Model Uccha Buniyadi Vidyalaya,91.7828,24.1347,45_35 
45_36 ,45,36,36 - Bhubanchara Uccha Buniyadi Vidyalaya,91.798,24.1357,45_36 
45_37 ,45,37,37 - Harachandra Dwadash Shreni Vidyalaya,91.8089,24.1524,45_37 
45_38 ,45,38,38 - Kandigram Nimna Buniyadi Vidyalaya,91.8083,24.1412,45_38 
45_39 ,45,39,39 - Manikbhandar Village Uchha Buniyadi Vidyalaya,91.8146,24.1395,45_39 
45_40 ,45,40,40 - Dakshin Manikbhandar Anganwadi Kendra,91.8127,24.1262,45_40 
45_41 ,45,41,41 - Duraichara Shyamaraipara Panchayet Office,91.794,24.1222,45_41 
45_42 ,45,42,42 - Duraichara Shyamaraipara Uccha Buniyadi Vidyalaya,91.785,24.1188,45_42 
45_43 ,45,43,43 - Kaimaichara Uccha Buniyadi Vidyalaya,91.8041,24.1167,45_43 
45_44 ,45,44,44 - Duraichara Shibbari Uccha Vidyalaya,91.8134,24.124,45_44 
45_45 ,45,45,45 - Krishnanagar Anganwadi Kendra,91.8141,24.1133,45_45 
45_46 ,45,46,46 - Krishnanagar Nimna Buniyadi Vidyalaya,91.8138,24.1134,45_46 
45_47 ,45,47,47 - Uttar Halhali Muslim Para Anganwadi Kendra,91.8206,24.1191,45_47 
45_48 ,45,48,48 - Jamini Kanta Shishoo Bihar,91.8242,24.1078,45_48 
45_49 ,45,49,49 - Halahali Dwadash Shreni Vidyalaya(Uttarangsha),91.8211,24.1001,45_49 
45_5 ,45,5,5 - Ganganagar Uccha Buniyadi Vidyalaya,91.8285,24.2073,45_5 
45_50 ,45,50,50 - Halahali Dwadash Shreni Vidyalaya(Dakshinangsha),91.8211,24.1001,45_50 
45_51 ,45,51,51 - Aparashkar Uccha Buniyadi Vidyalaya,91.7973,24.0964,45_51 
45_52 ,45,52,52 - Aparashkar Nimna Buniyadi Vidyalaya,91.8025,24.1002,45_52 
45_53 ,45,53,53 - Nakashi Chaudhuri Para S.B.School,91.812,24.0919,45_53 
45_54 ,45,54,54 - Nakful Angwanwadi Kendra,91.8134,24.1167,45_54 
45_55 ,45,55,55 - Bara Lutma Dwadash Shreni Vidyalaya,91.8041,24.1167,45_55 
45_56 ,45,56,56 - Rajmohan Debbarma Para Nimna Buniyadi Vidyalaya,91.8041,24.1167,45_56 
45_57 ,45,57,57 - Madhumangal Para Uccha Buniyadi Vidyalaya(Dakshinangsha),91.8007,24.083,45_57 
45_58 ,45,58,58 - Madhumangal Para Uccha Buniyadi Vidyalaya(Uttarangsha),91.8007,24.083,45_58 
45_6 ,45,6,6 - Malaya Uccha Buniyadi Vidyalaya,91.8041,24.1167,45_6 
45_7 ,45,7,7 - Mohanpur High School,91.8041,24.1167,45_7 
45_8 ,45,8,8 - Kamini Mohan Anganwadi Kendra,91.8041,24.1167,45_8 
45_9 ,45,9,9 - Subarn Jayanti Nimna Buniyadi Vidyalaya,91.8041,24.1167,45_9 
46_1 ,46,1,1 - Halahuli Uccha Buniyadi Vidyalaya,91.8338,24.189,46_1 
46_10 ,46,10,10 - Kuchainala Uccha Buniyadi Vidyalaya,91.8311,24.1637,46_10 
46_11 ,46,11,11 - Methir Mia Uccha Buniyadi Vidyalaya,91.8223,24.1681,46_11 
46_12 ,46,12,12 - Darang Nimna Buniyadi Vidyalaya,91.8191,14.1538,46_12 
46_13 ,46,13,13 - Chulubari High School,91.83,24.1376,46_13 
